0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5.77E-05,4.69E-05,5.27E-05,5.10E-05,2.16E-05,2.32E-05,2.40E-05,2.13E-05,2.54E-05,2.65E-05,7.33E-05,5.60E-05,6.76E-05,9.64E-05,3.08E-05,3.58E-05,2.93E-05,2.02E-05,1.81E-05
0.000108652,3.25E-05,6.02E-05,3.98E-05,2.43E-05,2.38E-05,2.72E-05,2.35E-05,5.63E-05,7.49E-05,0.000170471,3.11E-05,8.34E-05,3.07E-05,5.63E-05,6.95E-05,2.32E-05,1.79E-05,2.45E-05
1.49E-05,2.72E-05,1.34E-05,2.08E-05,8.65E-06,1.05E-05,9.18E-06,8.94E-06,6.65E-06,1.10E-05,1.63E-05,2.57E-05,3.17E-05,2.86E-05,1.27E-05,1.10E-05,1.14E-05,9.60E-06,9.54E-06
4.11E-05,4.67E-05,2.98E-05,3.71E-05,3.08E-05,3.14E-05,3.71E-05,3.53E-05,5.03E-05,4.58E-05,3.83E-05,4.74E-05,5.49E-05,4.70E-05,5.84E-05,4.48E-05,3.70E-05,3.56E-05,3.27E-05
3.93E-05,3.99E-05,3.89E-05,3.94E-05,3.89E-05,3.96E-05,3.84E-05,3.96E-05,3.86E-05,3.83E-05,4.65E-05,4.15E-05,3.95E-05,3.86E-05,3.70E-05,3.74E-05,3.89E-05,4.00E-05,3.94E-05
4.84E-05,2.20E-05,4.78E-05,3.76E-05,1.55E-05,1.32E-05,1.95E-05,1.78E-05,3.30E-05,3.57E-05,2.04E-05,2.05E-05,2.25E-05,2.53E-05,2.90E-05,3.24E-05,3.37E-05,1.46E-05,1.53E-05
4.83E-05,9.81E-06,1.68E-05,1.11E-05,9.18E-06,9.64E-06,1.07E-05,1.06E-05,1.37E-05,1.96E-05,1.50E-05,1.13E-05,1.30E-05,1.10E-05,1.27E-05,1.64E-05,1.02E-05,1.06E-05,1.06E-05
2.93E-05,4.29E-05,1.33E-05,1.21E-05,1.20E-05,1.26E-05,1.46E-05,1.28E-05,2.08E-05,2.01E-05,1.76E-05,3.29E-05,1.55E-05,1.86E-05,2.16E-05,2.20E-05,1.52E-05,1.53E-05,1.32E-05
7.14E-05,3.62E-05,3.03E-05,4.98E-05,2.04E-05,2.39E-05,2.27E-05,2.15E-05,2.81E-05,2.81E-05,4.49E-05,6.49E-05,4.08E-05,6.13E-05,2.84E-05,3.26E-05,1.74E-05,1.47E-05,1.96E-05
2.49E-05,0.000165902,6.45E-05,4.91E-05,1.34E-05,1.25E-05,1.32E-05,1.26E-05,1.38E-05,1.32E-05,2.62E-05,2.58E-05,1.77E-05,2.37E-05,1.52E-05,1.70E-05,2.53E-05,1.34E-05,1.18E-05
1.80E-05,1.55E-05,1.62E-05,1.58E-05,1.41E-05,1.49E-05,1.58E-05,1.40E-05,1.87E-05,1.71E-05,1.79E-05,1.79E-05,2.12E-05,2.06E-05,1.86E-05,1.62E-05,1.65E-05,1.46E-05,1.46E-05
2.52E-05,3.28E-05,3.88E-05,5.11E-05,1.63E-05,1.55E-05,1.73E-05,2.07E-05,1.70E-05,1.73E-05,2.69E-05,2.54E-05,2.36E-05,2.66E-05,1.47E-05,1.61E-05,2.00E-05,2.14E-05,2.01E-05
8.55E-06,1.12E-05,8.20E-06,9.09E-06,9.58E-06,8.33E-06,7.52E-06,8.20E-06,7.64E-06,7.74E-06,7.57E-06,8.26E-06,8.79E-06,1.02E-05,8.45E-06,9.45E-06,9.79E-06,9.46E-06,7.54E-06
2.11E-05,1.90E-05,1.65E-05,1.62E-05,1.29E-05,1.09E-05,1.22E-05,1.14E-05,1.36E-05,1.32E-05,6.61E-05,1.87E-05,4.01E-05,1.59E-05,1.49E-05,1.12E-05,1.24E-05,1.17E-05,1.17E-05
8.41E-05,2.28E-05,3.20E-05,3.31E-05,1.46E-05,1.81E-05,1.14E-05,1.48E-05,1.16E-05,1.33E-05,3.85E-05,3.43E-05,5.48E-05,7.38E-05,1.19E-05,1.32E-05,2.16E-05,1.85E-05,1.36E-05
3.19E-05,3.63E-05,2.90E-05,3.41E-05,2.98E-05,3.01E-05,3.08E-05,3.17E-05,3.19E-05,3.30E-05,4.44E-05,4.03E-05,6.86E-05,6.11E-05,3.66E-05,4.25E-05,2.79E-05,3.12E-05,3.02E-05
1.23E-05,1.18E-05,1.15E-05,1.38E-05,1.19E-05,1.15E-05,8.41E-06,1.26E-05,1.07E-05,1.23E-05,1.57E-05,1.62E-05,1.17E-05,1.39E-05,1.06E-05,1.77E-05,1.04E-05,1.24E-05,1.11E-05
2.11E-05,1.81E-05,1.65E-05,1.54E-05,1.49E-05,1.36E-05,1.56E-05,1.15E-05,1.75E-05,1.50E-05,2.10E-05,2.76E-05,3.08E-05,4.58E-05,2.05E-05,1.44E-05,1.24E-05,1.14E-05,1.26E-05
5.87E-05,5.89E-05,5.79E-05,5.99E-05,7.11E-05,6.58E-05,6.50E-05,0.000267696,6.85E-05,0.000269115,6.11E-05,5.92E-05,7.55E-05,7.58E-05,7.06E-05,4.94E-05,5.85E-05,5.97E-05,4.95E-05
0.000246606,0.000281977,6.67E-05,8.63E-05,1.14E-05,1.28E-05,1.39E-05,1.40E-05,2.01E-05,1.95E-05,4.63E-05,3.17E-05,2.26E-05,3.06E-05,2.15E-05,2.68E-05,1.36E-05,1.02E-05,1.36E-05
2.65E-05,2.61E-05,6.85E-05,2.45E-05,1.52E-05,1.67E-05,1.52E-05,1.36E-05,1.86E-05,1.58E-05,0.000172347,3.31E-05,3.98E-05,3.51E-05,2.18E-05,1.53E-05,1.61E-05,1.40E-05,1.38E-05
6.35E-05,3.23E-05,2.16E-05,2.73E-05,1.25E-05,1.27E-05,1.42E-05,1.45E-05,1.49E-05,1.38E-05,2.98E-05,2.39E-05,5.35E-05,3.95E-05,2.34E-05,1.77E-05,1.18E-05,1.24E-05,1.28E-05
0.000280792,0.0002303,0.00025744,0.000201522,7.58E-05,7.62E-05,7.02E-05,6.76E-05,8.85E-05,0.000103183,0.000526263,0.000221562,0.000108308,0.000180449,0.000107596,0.000142556,7.94E-05,4.52E-05,6.70E-05
1.46E-05,3.24E-05,3.00E-05,1.90E-05,1.15E-05,1.56E-05,1.27E-05,1.57E-05,2.39E-05,2.14E-05,4.52E-05,1.72E-05,2.16E-05,2.10E-05,2.36E-05,2.17E-05,1.36E-05,1.10E-05,1.44E-05
1.31E-05,1.54E-05,1.26E-05,1.50E-05,1.27E-05,1.41E-05,1.30E-05,1.31E-05,1.47E-05,1.37E-05,1.25E-05,1.97E-05,1.45E-05,1.83E-05,1.67E-05,1.56E-05,1.40E-05,1.28E-05,1.23E-05
0.000269763,0.000278654,0.000255979,0.000192562,0.000158906,0.000172608,0.000159102,0.000169397,0.000170374,0.000177921,0.000473073,0.000234847,0.00032212,0.000182934,0.000172338,0.000161708,0.000157662,0.000153452,0.000162544
0.00023748,0.000104129,0.00024046,6.24E-05,0.000374262,0.000296541,0.000161473,0.000326126,0.000106932,7.66E-05,0.000852693,0.000293525,0.000985003,0.000483134,0.000166762,0.000127682,0.000109983,7.26E-05,8.37E-05
1.48E-05,1.39E-05,1.39E-05,1.20E-05,1.00E-05,8.51E-06,9.80E-06,9.10E-06,9.97E-06,9.70E-06,1.42E-05,1.37E-05,2.94E-05,4.22E-05,1.67E-05,1.46E-05,1.05E-05,1.05E-05,9.28E-06
2.26E-05,2.51E-05,2.35E-05,3.29E-05,1.09E-05,1.10E-05,9.57E-06,1.16E-05,1.39E-05,1.36E-05,2.64E-05,2.42E-05,0.000127791,8.51E-05,1.52E-05,2.24E-05,1.49E-05,1.07E-05,9.47E-06
